user_id	interested_news_id
U21981	N35486 N37120 N40555 N54422
U21982	N20522 N26009 N28058 N28091 N40716 N45523 N55043
U21983	N3309
U21986	N20796 N28702 N37811
U21988	N32490
U21990	N10538 N11480 N15855 N19982 N27464 N36780 N41881 N42457 N50060 N54594 N61022 N871
U21991	N22126 N24917 N45999 N46057 N48699 N54842
U21996	N28738
U21999	N33617 N56758
U22	N1180 N54303
U220	N37748 N38309
U22001	N23414
U22003	N23554 N49998
U22004	N32641 N64273
U22008	N59922
U22009	N10843 N12047 N2202 N28327 N34476 N43955 N64955
U22010	N21383 N25923 N42726 N43670 N48077 N51194 N53585 N58264 N58698 N62395 N871
U22011	N53585
U22012	N27341 N34561 N4510 N6576
U22015	N20335 N24403 N27869 N31057 N36780
U22016	N32641 N40716 N7649
U22017	N45395
U22019	N28144
U22020	N17468 N22260 N23942 N43955
U22021	N10855 N21771 N2511 N38215 N62163
U22022	N64734
U22024	N27526 N42137 N42975 N55497 N60550 N60989 N62306 N9854
U22026	N1446 N35729 N41122 N59852
U22027	N14761 N22273 N61549 N62859 N871
U22028	N16215 N63970 N8148
U22029	N63970
U2203	N10986 N18587 N24421 N37857 N48755 N57336 N6379 N8082
U22031	N25761 N34564 N56015 N56889
U22032	N25761 N41881
U22033	N19716 N37857
U22039	N32520
U22042	N17292 N43955 N55672 N58698
U22044	N12974 N14191 N14314 N24582 N35883 N36780 N40239 N51079 N52398 N53987 N58891 N62290 N62313 N63970 N64118
U22046	N16545 N9674
U22047	N10855 N24919 N30802 N31931 N37811 N40716 N43955 N48325 N51692 N5277 N58264 N63074
U22048	N40442 N55204
U22052	N12596 N41651 N54522
U22059	N11551 N61997
U22060	N13087 N1670 N16711 N27869 N32103 N34561 N3491 N39498 N6115 N63583 N9727
U22064	N18378 N45080
U22066	N40716
U22067	N10843 N18106 N3086 N34399 N38330 N39587 N40716 N42528 N43955 N44099 N46357 N55043
U22068	N21019 N48657 N9899
U22069	N54276
U22073	N28158
U22074	N13762 N16533 N45523 N49987 N59443 N60615
U22075	N13429 N14512 N16914 N20916 N23305 N29021 N36883 N43417 N64071
U22078	N22273 N2599 N5902
U22079	N10575 N11484 N12805 N15539 N17391 N1825 N24406 N26009 N27311 N27662 N29249 N32683 N33506 N36888 N37147 N37378 N38330 N38367 N40555 N41976 N45041 N45445 N45523 N51111 N54834 N55493
U22081	N15765 N21165 N27194 N32416
U22083	N11405 N13060 N14568 N20818 N21220 N24897 N32023 N35729 N36232 N42137 N45896 N47556 N49828 N51983 N53585 N54980 N56889 N59649 N60170 N61114 N63970
U22084	N54842 N6702
U22087	N15269 N19823 N3086 N30867 N34069 N42528 N45999 N51777 N57457 N62634 N7062
U22088	N15655 N17109 N40716 N42726 N48077 N49175 N63180 N7422
U22089	N29561
U22090	N22880 N33964 N38309 N45225 N48077 N58410
U22091	N15034 N22354 N24406 N2554 N28811 N36097 N61404 N64273
U22093	N61880
U22096	N18069 N19347 N38330 N8148
U22097	N10169 N16543 N28381 N29128 N34564 N35461 N4031 N4690 N49161 N53585 N54022 N5618 N57485 N60615 N62663
U22099	N27012 N37632 N43903 N59323 N63991
U22100	N18285 N40716 N41881 N60170 N7328
U22107	N30867
U22110	N56586
U22111	N21771
U22115	N10843 N21242 N22260 N28850 N35729 N43370 N44251 N4770 N51289 N64273 N646
U22116	N38621 N46465
U22120	N11899 N16215 N30867 N55204
U22124	N33485 N33861 N7649
U22125	N64273
U22127	N54469
U22128	N15023 N51706
U22131	N14306 N14417 N16244 N19347 N32273 N61379
U22134	N14191 N27311 N53907 N5674 N58641 N64626
U22137	N14374
U22139	N10843 N37925 N38880 N4485
U22140	N11588 N3348 N40716
U22141	N41047 N43903 N63970
U22142	N32979 N44730 N64513
U22143	N10897 N17952 N22260 N24538 N49009 N58641
U22145	N12805 N15765 N38701 N41526
U22146	N34069 N35729 N37811 N51706 N54980 N6702 N7328
U22147	N17210
U22148	N21519 N33964 N4693 N63656 N7428
U22149	N37748 N48925 N51706 N57012
U22151	N2306 N59922
U22154	N32643 N44361 N52050 N56355
U22156	N10559 N38701 N62546
U22157	N24081 N34564 N64273
U22160	N19318 N58641
U22162	N15464 N28132 N63970
U22164	N25113 N5792
U22166	N12493 N18259 N18942 N26682 N27311 N35108 N36271 N47 N57733 N64789 N8985
U22167	N10331 N10897 N20495 N22260 N23942 N25534 N38330 N48449 N53585 N55949 N61959 N63970
U22169	N19638 N56586
U22170	N15855 N2823 N40716 N58871
U22171	N20079 N23901 N25981 N38701 N41881 N45519 N54842 N59822 N60186
U22173	N3930
U22176	N34574 N64408
U22179	N5270
U22180	N10897 N45523 N871
U22181	N11285 N13575 N15147 N1537 N23887 N24538 N25064 N26754 N33617 N36852 N38330 N4255 N42729 N4485 N4816 N50005 N51706 N52946 N58641 N60550 N8316 N9340
U22185	N27311 N38330 N45523 N46389 N63554 N7420 N9899
U22187	N10897 N13762 N14761 N16931 N17115 N19318 N21077 N21178 N2511 N29917 N31057 N32203 N32285 N3491 N3536 N37377 N3930 N41587 N41987 N42994 N43635 N45523 N48124 N49908 N50580 N51111 N57181 N57464 N57738 N5980 N61826 N63180
U22189	N37857 N38215 N54497 N58641
U2219	N40530
U22191	N62620
U22193	N1532
U22194	N56529 N63810
U22195	N40839 N63970
U22196	N17115 N24689
U22198	N13429 N37377 N55497
U22199	N1169 N22880 N39587 N50858 N55043 N9674
U222	N29849 N34561 N40716 N49101
U22200	N48925
U22201	N27464 N38701
U22203	N12489 N21460 N22260
U22204	N37811 N40839
U22208	N64273
U2221	N3930 N55654
U22213	N51706 N63053
U22214	N245 N31070 N41881 N54232 N62546 N63167 N63991 N871 N8855
U22215	N40837 N4305 N871
U22216	N38701 N47508 N60314 N63656
U22218	N40839 N45999 N51706 N54090 N7535
U22220	N11699 N32643 N33861 N36751
U22222	N22976 N32643 N3500 N35729
U22226	N33617 N40839 N6622
U22227	N19823 N22880 N22952 N267 N32203 N32273 N4936 N51187 N52946 N53585 N54303 N8834 N9899
U2223	N10843 N14417 N18587 N35729
U22234	N41298 N51706
U22235	N14761
U22236	N12219 N22499 N40839 N60170 N60354 N63810 N6595
U22237	N4598 N63970
U22245	N32874 N7535
U22248	N18863 N44361 N4936 N5106 N63478
U22249	N21460 N41881 N43353
U2225	N21178 N59285
U22253	N22260 N3259 N37564 N38701 N64273 N9674
U22254	N13923 N31138 N58641 N60186
U22255	N17069 N19335 N47556
U22257	N29340 N43884
U22259	N28936 N49519 N50513
U2226	N13762 N14185 N14761 N22081 N23414 N23901 N23942 N24538 N26303 N27412 N27608 N30303 N37011 N41881 N45146 N51819 N53585 N5374 N55280 N57934 N64955 N7646 N8275
U22260	N22260
U22261	N15765
U22263	N4540 N53585 N63970
U22265	N23414 N40716 N53585
U22266	N21018 N21383 N53585 N63741 N871
U22269	N10331 N26714 N27198 N27526 N28248 N3128 N37811 N40555 N53585 N54974 N59387 N61022 N64273
U22270	N32874
U22271	N23901 N2782 N33617
U22273	N130 N14185 N17165 N19565 N23986 N27864 N28796 N30817 N31213 N32203 N36514 N40555 N43670 N48682 N48742 N49262 N50755 N53213 N54378 N57943 N60615 N61174 N61275 N62609 N62634 N62957 N63991 N64118 N6622 N981
U22275	N17887 N21771 N24187 N40838 N4763
U22277	N53585
U22278	N19638 N20569 N48925 N871
U2228	N41881
U22285	N28467 N29468 N37120 N4432 N51111 N51706 N8908
U22286	N3500 N40716 N56586
U22293	N48925
U22295	N22207 N51489
U22297	N34554
U22298	N19542
U223	N59984
U2230	N25791 N44324 N55043
U22301	N12194 N35729 N38215 N52121
U22304	N53585
U22307	N2486 N38701 N63970
U2231	N32590 N37331 N43370
U22310	N36271 N45020 N65039
U22312	N51706
U22313	N14742 N19376 N31213 N51692 N51706 N61997 N9639
U22315	N10575 N19381
U22319	N23554 N63180
U22327	N27437 N49699 N6225
U2233	N23971 N43674 N57582
U22334	N11701 N64955
U22337	N1362 N14761 N23554 N27526 N3321 N34561 N36751 N45020 N48657 N58690 N63491
U22338	N4510 N51706 N63970
U22342	N16545 N19347 N31057 N40254 N40839 N48829 N51706 N52448 N5270 N55204 N60170 N60615 N60932 N61022 N63991 N871
U22344	N15254 N1581 N21215 N21460 N2486 N41122 N44361 N52121 N63180 N7535 N871
U22345	N62366
U22346	N41881 N44251
U22347	N41840 N61267
U2235	N3500 N56647
U22351	N13993 N18285 N24689 N24870 N261 N28578 N33828 N3500 N36751 N40839 N44361 N51706 N5325 N53585 N55204 N58264 N871
U22352	N15855 N19823 N23547 N30842
U22355	N14512 N42259
U22357	N2189 N23414 N51706 N53585
U22359	N10897 N23414
U2236	N29924 N64513 N7376
U22360	N11484 N13762 N1825 N19823 N25981 N63970 N8148
U22361	N11529
U22363	N20357 N32866 N40003 N43955 N47508
U22368	N16486 N21019 N27059 N849
U2237	N10812 N14742 N23767 N25158 N40442 N47508 N47981 N51706 N64273
U22372	N1670 N21093 N35305 N59786
U22377	N45523
U22378	N3500 N44251
U22379	N23414 N26009
U2238	N3841 N4404 N55204 N58264
U22380	N19542 N41285 N62546 N7187
U22383	N17070 N18378 N22029 N26084 N48829
U22384	N59024
U22385	N60933 N61022
U22386	N17209 N43436
U22388	N28203 N28467 N37242 N52121 N54077 N57300 N58733
U22389	N42137
U2239	N3491 N51491
U22390	N20434 N32203 N32643 N33617 N40442 N42079 N60383
U22392	N13429 N13853 N14340 N14761 N15655 N1825 N19347 N21771 N23901 N25889 N31883 N35729 N4404 N50060
U22393	N48233
U22394	N18378
U22398	N23663
U22402	N24180
U22404	N17031 N22976 N44361 N56353 N58084 N61022
U22405	N59576
U22410	N10575 N10843 N34869 N35729 N51706 N58227
U22418	N2952
U22419	N14742 N35729 N40839 N55043
U22423	N37108 N61022
U22424	N27526 N47525
U22425	N51706
U22426	N21215 N3485
U22427	N51706 N53585 N64273
U22429	N56828 N59387
U22435	N10402 N14340 N14761 N25258 N30867 N48925 N51706 N55043 N63670
U22436	N10629 N3841 N61203
U22438	N21019 N23414
U22439	N14185
U22443	N59470 N8148
U2245	N42726 N48699 N53585 N60383
U22450	N11597 N14306 N14742 N14761 N18587 N21178 N25258 N27526 N37331 N39838 N40973 N44912 N47525 N48925 N50060 N50751 N52626 N52916 N54347 N55582 N56529 N56586 N57099 N60128 N60615
U22452	N31883
U22453	N14761 N27581 N43487 N53585
U22459	N25113 N3841 N43955 N4404
U22460	N2994 N63970
U22461	N51706 N53585 N63376 N871
U22463	N37811 N57582 N57886
U22466	N29368
U22467	N10331 N10559 N15655 N17498 N63314
U22468	N27631 N43635
U22470	N22270 N34561 N3908 N43370 N49519 N57582 N6778
U22473	N25791 N31070 N43495 N63970
U22475	N11484 N17109 N35729
U22478	N16850 N22111
U22479	N54422
U22480	N14565 N19769 N20335 N2599 N58469 N58641 N63583
U22482	N14847 N27526 N43436
U22485	N157 N20342 N21452 N4693 N58264
U22486	N59285
U22487	N21970 N35729 N37889 N53465 N54842 N63180
U22495	N1825
U225	N37811 N41633 N58264
U22506	N14761 N38215 N53044 N53585 N54522
U22507	N10812 N15269 N2078 N5828 N60364
U22509	N41881 N43955
U22510	N14441 N20079 N34069 N36271 N40839 N63970
U22513	N19716 N9674
U22514	N35729 N41881 N44251 N46681 N47525 N55512 N63054 N63970 N871
U22515	N4850
U22517	N31883 N35729
U22519	N14306 N47669 N53959
U22520	N12805
U22523	N12378 N19638 N44251 N44856 N53315 N63583
U22524	N8834
U22525	N14724 N15254 N46759 N63582 N7420
U22526	N53585
U22527	N53585 N62634 N8957
U22528	N1478 N24075 N8275 N9892
U22531	N3930 N58641
U22532	N38197 N3841 N42457
U22533	N14884 N18697 N22976 N27608 N33447 N36751 N42726 N43436 N46832 N52121
U22536	N18259 N32109
U22539	N10252 N40879 N52398
U22542	N2994 N34476 N43524 N43818 N58775 N7355
U2255	N24180 N51706
U22550	N12431 N15765 N18587 N21460 N27464 N27581 N29249 N29804 N3863 N42528 N45523 N60364 N63970 N64273
U22551	N15034 N21383 N25158 N28134 N3243 N3541 N3542 N37033 N37857 N38197 N44324 N46990 N48077 N48742 N51111 N53585 N6285 N871
U22553	N14724 N20079 N21656
U22554	N48742
U22555	N63958
U22557	N15765 N17770 N22976 N23056 N2306 N33170 N37811 N39536 N40805 N41298 N46357 N56289 N59923 N60594
U22560	N47981
U22562	N33605 N44656
U22563	N38215
U22564	N31106 N63971
U22565	N21579 N4690
U22566	N25791 N28188 N58264 N7780
U2257	N40839
U22573	N6778
U22574	N20079 N58569 N59822
U22575	N15655 N3321 N40078 N9702
U22576	N14761 N18657 N46768 N4690 N63970
U22580	N22258 N32829 N38215 N49491 N51706 N871
U22582	N11405 N58264
U22583	N40839
U22585	N26692 N38367 N42528 N63971
U22586	N28058 N4255 N53644 N54992
U22588	N10764 N13710 N15446 N16349 N16558 N17070 N17099 N18378 N22772 N267 N28936 N29529 N31213 N32874 N3587 N36883 N39690 N40442 N40949 N41881 N43370 N47167 N48742 N52500 N54842 N55582 N56186 N56889 N57485 N57886 N59688 N60137 N60346 N60978 N63854 N6750 N7376
U22592	N25791 N42143 N62366
U22595	N37811
U22596	N3500 N42457 N61022
U22597	N43955 N53057 N55897
U22599	N24075 N33617 N46142 N57493 N59769 N7422
U226	N3500 N39252
U22601	N10559 N10764 N11701 N19982 N33429 N37120 N37378 N41840 N42457 N42528 N43488 N52398 N54522 N57491 N5967 N61267 N8422
U22602	N21428 N29249 N31675 N32009 N35729 N48473
U22603	N22164 N52121
U22608	N14742 N27608 N37009 N49699 N54842 N6890
U22609	N14761 N28984 N41651 N57582
U2261	N25226 N6285
U22610	N58264 N63970
U22613	N16215 N25158 N3 N42457 N4404 N61997 N62546
U22614	N28188 N7376
U22615	N14742 N21970 N22004 N39572 N43191 N58410 N63656
U22616	N16199 N18403 N26009 N30802 N34113 N37630 N48742 N61575
U22619	N13429 N58641
U22621	N11701 N24538 N27526 N37331 N55204 N57109 N58264 N62816
U22625	N10897 N35729
U22626	N33828
U22628	N15655 N27581
U22629	N2782 N30144 N32031
U2263	N23413 N25422 N26721 N27581 N4770 N59852 N60644 N812
U22630	N63970
U22631	N3841
U22634	N15672 N17292 N21019 N25471 N42528 N61880
U22636	N55204 N64273
U22639	N62290
U22640	N22976 N4861 N63970
U22641	N31370
U22642	N8572
U22643	N2037
U22646	N13710 N38159 N38330
U22647	N16215 N60346
U22650	N45971 N817
U22652	N10559 N18285 N46301
U22653	N37811 N55204 N55949
U22655	N1637 N27581 N29128 N45523 N61214 N64273 N7422
U22656	N24809 N37889 N42726 N48325 N51706 N55043 N62634 N8148 N871
U22658	N37811
U2266	N10671 N15394 N22260 N58641
U22662	N7535
U22663	N15034 N40318 N55897
U22667	N13429 N14689 N14742 N22029 N28058 N54497 N63741 N871
U22668	N53419
U22669	N13429 N19638 N27526 N4690
U22672	N23414 N53585 N55435
U22673	N29198 N48742 N54522
U22676	N13762 N35305 N48742
U22677	N17468 N47390 N54522 N56889
U22679	N22270 N23901 N42137 N58449 N6354 N64273
U2268	N40973 N46990
U22681	N10575 N12411 N13207 N14761 N18697 N22266 N22952 N22976 N24749 N32109 N33205 N34069 N34399 N34564 N36609 N4567 N47525 N51111 N60949 N62290 N63054
U22682	N35729 N53907
U22683	N28058 N29451 N44510 N51706 N55204 N57582 N63906
U22684	N12493 N18446 N19844 N46444 N55043 N62485
U22685	N12194 N35729 N45523 N50749 N51552
U22686	N10327 N12168 N13172 N14171 N1637 N20824 N21685 N25634 N37377 N38285 N43436 N55776 N55897 N55948 N58641 N6253 N63970 N7879 N8673
U22689	N15023 N23942 N35729 N41881 N50005 N54125 N60550
U2269	N19716 N54522 N63970 N9763
U22694	N41122
U22695	N14417 N29924 N40442 N45388 N54232 N59852
U22696	N2823 N40839 N45736 N62366
U22697	N12722 N14176 N17070 N17357 N25064 N27869 N29021 N30942 N37120 N37147 N40442 N53305 N53585 N56575 N60383 N8443
U22699	N28702 N34998 N51706
U2270	N30190 N42079 N53585 N55280
U22700	N30884 N51706 N60364 N63854 N64955
U22701	N40442 N45736
U22702	N13083 N17109 N19716 N29480 N35729 N40555 N47889 N58241 N64321
U22707	N64787
U22711	N14185 N3491 N8834
U22712	N21771 N40716 N48699 N60364 N61022
U22713	N21981 N26714 N340 N34554 N35305 N51388 N51706
U22717	N32109
U2272	N20495 N65039
U22720	N2511 N29128 N48742 N50818 N53585 N60383 N63970
U22721	N10515 N10897
U22725	N40716
U2273	N27096 N33361 N45523
U22731	N45971
U22732	N10812 N16215 N38197 N42528
U22733	N4428
U22734	N4159
U22736	N21970 N42947 N45999 N56586
U22737	N24547 N47378 N4770 N48657 N51491 N5902 N63180
U22738	N28058 N4244 N56586
U22740	N3500 N36739 N60615 N62342 N64502
U22742	N29128
U22743	N64273
U22745	N22260 N40630
U22747	N11529 N16719 N18285 N19376 N20391 N21970 N25449 N2814 N32203 N32908 N33828 N34069 N3491 N36095 N36532 N39558 N40839 N46681 N48742 N50513 N5129 N51305 N57485 N59822 N62400 N63194 N63970 N6702 N6939 N7519 N9293 N9674 N97
U22748	N14185 N15801 N19638 N31057 N3259 N3908 N45807 N49531 N55897 N56014 N60833
U22749	N21895 N33502 N41224 N44251
U22750	N11940 N60587
U22753	N8148
U22757	N14724 N25608 N27864 N34399 N36920 N39022 N40791 N48742 N52398 N55204
U22758	N64273
U22760	N14417 N48912 N48925
U22761	N22006 N43233 N5403 N62485 N8559
U22762	N16870 N24538 N34069 N39421 N4963 N7422
U22763	N13981 N18978 N21297 N35972 N36229 N39421 N63642
U22764	N12875 N23414 N32109 N871
U22765	N63970
U22767	N24187
U22770	N17031
U22774	N14366 N15462 N19411 N36519
U22777	N39185 N6444
U22779	N18106 N27526 N30884 N34476 N48699 N61880 N63835
U22783	N53585
U22784	N48615
U22785	N40442 N62318
U22786	N13207 N38039 N4510 N49262 N51706 N54842 N7333 N8878
U22787	N34564 N9899
U22789	N10629 N29249 N36445
U22793	N53330
U22798	N27581
U22799	N27526 N51692
U22801	N10559 N15269 N50538
U22804	N11405 N21383 N24187 N28134 N3395 N44251 N4861 N53832 N64408
U22807	N12194 N33964 N48755
U22809	N35729
U2281	N14761 N25258 N3867 N39536 N48284 N58641 N6471 N8316
U22811	N1056 N11154 N11706 N14734 N35224 N43955 N4995 N50513 N62859 N7328
U22813	N63376
U22814	N19638
U22817	N53393
U22822	N38850 N49262
U22823	N21012 N2937 N63376 N63979
U22826	N41881
U22828	N53470 N64273
U2283	N10843 N16244 N2078 N31681 N32342 N35305 N55582 N63491
U22830	N3259 N40716 N57582 N63810
U22831	N17031 N38309
U22833	N10559 N3259 N37586 N58641 N63656
U22835	N48077
U22836	N267 N28828 N30303 N46444 N5106 N63970
U22839	N22260 N26169 N32643 N35729 N43784
U22840	N13923 N15655 N17498 N21122 N21771 N24809 N26625 N35607 N36297 N43811 N43955 N53987 N57010 N63670 N63971
U22842	N1080 N12978 N36209
U22844	N47508 N54232
U22845	N14417
U22846	N10235 N10998 N31057 N61103
U22848	N14185 N19237 N21019 N28058 N30867 N38330 N39587
U22849	N18285 N1914 N27526 N34564 N37690 N41968 N44841 N58227 N59559 N64408
U2285	N18587 N54594
U22853	N10746 N12894 N14761 N33964 N56889 N6285 N64513
U22856	N19823 N21460 N24187 N35729 N42457 N61114 N817
U22857	N5637
U22860	N61022
U22865	N59090
U22867	N12489 N20037 N27198 N4247 N43042 N43487 N54842 N61420 N9763
U22871	N1180 N14417 N18251 N36739 N42457 N64273 N9763
U22873	N16804
U22874	N32643 N33412
U22876	N3086 N38182
U22877	N18285 N63664
U22879	N16976 N22260 N28058 N38801 N51706
U22884	N6932
U22885	N17165 N3863 N5106
U22889	N20079
U2289	N21018 N25981 N27526 N31106 N32429 N5411 N60128 N871
U22891	N19347 N24150 N41153 N43191 N52026 N57754 N63376 N63970
U22893	N12194 N22029 N40716 N53585 N63906 N63970 N7328 N871
U22895	N37748 N4408 N51692 N51706
U22897	N10559 N25778 N32798 N54469
U22899	N15254 N17109 N28467 N32109 N43353 N44251 N45102
U2290	N11074
U22900	N10897 N12805 N14732 N15034 N20335 N23942 N27628 N36813 N37120 N38168 N44251 N45225 N46990 N63906 N64408 N871 N8834
U22904	N10235 N23414 N25971 N35729 N36209 N36232 N43353 N4936 N54891 N61826 N62546
U2291	N22273 N26169 N33502 N35729 N38039 N41633 N4936 N53585 N6285
U22910	N20335 N21383 N26940 N28735 N29021 N30867 N3111 N32069 N32098 N3471 N38701 N39978 N46990 N49908 N50314 N5104 N54469 N57582 N58183 N59323 N63970
U22915	N45020
U22916	N30222 N6354
U22918	N2937 N3491 N63970
U22921	N3501
U22922	N62318 N63970
U22923	N53585 N64273
U22929	N21519 N3841 N62318 N64273
U2293	N18828 N32031 N37009 N47889 N52121 N53585 N55582 N55897 N56355 N58264 N64358 N8957 N9674
U22930	N10559 N1088 N10897 N11726 N13362 N14761 N18587 N19638 N21970 N22097 N23414 N3501 N36271 N39495 N41224 N54842 N54974 N58113 N6750 N8148 N9070
U22931	N51706 N53585
U22932	N21215 N3491 N42994
U22934	N16908
U22935	N45523 N48124
U22936	N48742 N53465
U22938	N13876 N16215 N2782 N28248 N30648 N35439 N51706 N5270 N60346 N871
U22939	N18378 N21460 N48657 N55940 N61214
U2294	N44361 N58641
U22940	N31224 N33150
U22941	N11484 N11486 N18525 N25314 N25971 N30674 N34069 N38182 N42457 N4404 N48411 N48742 N54469 N54842 N57109 N61625 N63180 N63655
U22942	N45523 N61022
U22943	N51983
U22944	N32109 N52398 N61997 N62546
U22946	N50165
U2295	N29326 N40555
U22951	N3471 N42457 N55949 N7422 N9899
U22952	N3491 N61103 N871
U22953	N15520 N16215 N27437 N3259 N35729 N4428 N46157 N49061 N53470 N55776 N58731 N61120 N63180 N8011
U22954	N13429 N57934
U22955	N63970
U22957	N63054
U22958	N22880 N4524 N52744
U2296	N12398 N36691
U22961	N14761 N21019 N42137 N51491 N54125 N8148
U22963	N10629 N10897 N14689 N15034 N21656 N21970 N23554 N2486 N30303 N31181 N33781 N38159 N38179 N38182 N40791 N4690 N49519 N50027 N51692 N51706 N53354 N54680 N55043 N58264 N59852 N61880 N6285 N63180 N63970 N871
U22964	N10575 N10884 N10897 N19131 N21604 N21685 N23547 N24406 N2486 N267 N29451 N43903 N48120 N57109 N8422
U22965	N12469 N19152 N45020 N4770 N48742 N50538 N51692 N57582 N61363 N64273
U22966	N45472 N63582
U22967	N26714 N30190 N42137 N4404 N48077 N54469 N64273
U22969	N2588 N58264
U2297	N54090 N55204
U22970	N14724 N23414 N40839 N44361 N4898 N51706 N6225 N63970 N871
U22971	N10169 N1169 N18697 N29249 N32009 N35729 N3705 N37331 N37585 N43488 N55192 N5618 N58227 N59231 N9674
U22972	N21215 N62318
U22973	N10897
U22977	N21519 N32691 N35372 N35729 N43353 N44251 N4770 N50513 N53210 N55582 N57557 N58641 N63054 N8572 N871
U22980	N53494 N54469
U22981	N28203 N3086 N41881 N42528 N58264 N63906 N8148 N871
U22984	N14742 N32069
U22986	N17099 N26009 N51388
U22987	N16506 N31445 N40555 N54422
U22988	N17292 N18285 N46301
U22989	N15269 N1825 N19347 N27526 N42457 N42528 N48742 N53585 N54077 N54469 N56586 N61022 N63314
U2299	N21077
U22990	N27341 N38701 N40254 N45016 N61203
U22991	N14512 N23986 N30867 N3501 N47413 N4770 N51706 N53124 N55776 N63582
U22993	N15765 N26682 N36780 N7422
U22994	N10843 N2782 N40453 N52858 N58463
U22995	N22976
U22996	N10235 N10575 N3471 N40716
U22999	N3259 N63970
U230	N37120 N8834
U2300	N32203 N35457 N53391 N62318
U23001	N37811 N62546
U23002	N1637 N20351 N30303 N40839 N43425 N4404 N51111 N5290 N63906
U23005	N13923 N27096 N49100 N50093 N51982 N5290 N64822 N8148
U23006	N19347 N19638 N51692 N53585
U23007	N18852 N35729
U23008	N16683 N26250 N30867 N33170 N43191 N44521 N60550 N63034
U23009	N42137
U23010	N54422 N58264 N64706
U23013	N12143 N27311 N51692 N61497
U23014	N10559 N25699 N35729 N37811
U23024	N21460
U23026	N12194 N41651 N43778
U23027	N14958 N29128 N43524
U23028	N21383 N35729 N54522 N63970
U23029	N12493 N62247
U23032	N19005 N19318 N19716 N21019 N23901 N2878 N37586 N40839 N42137 N45225 N4690 N53585 N54842 N62318 N63970
U23036	N53585 N58641
U23039	N10502 N17163 N2461 N2823 N29199 N30163 N38713 N43475 N43955 N46357 N52626 N59085
U2304	N27526 N63970
U23043	N55937
U23044	N26272 N32520 N47525
U23045	N8148
U23049	N4770 N61880
U23051	N18587 N31314 N37811 N3841 N48615
U23055	N3517 N47525 N48663
U23057	N31213 N37748 N61022 N63810 N64513
U23067	N56586
U2307	N21383 N22976 N38182 N38330 N42726 N44324 N46357 N55897 N63656 N64955
U23071	N40716 N41881 N45523 N63554
U23072	N10897 N1169 N11888 N12654 N14761 N15216 N15232 N19469 N27864 N53893 N54842 N57631 N57800
U23075	N12894 N21215 N26774 N28132 N32185 N39978 N4669 N52447
U23077	N10575 N13263 N21019 N21348 N37857 N39263 N39495 N54842 N63854
U23082	N38701
U23087	N63970
U2309	N3128 N57886
U23092	N36132 N3841 N42536 N47508 N51111
U23094	N57754
U23098	N21771 N22164 N29197 N35729 N37857
U231	N14417 N19638 N25761 N44251
U2310	N14191 N41881 N9377
U23100	N40839 N5270
U23103	N12398 N16244 N21242 N23147 N35305 N39421 N40376 N42937 N43134 N48784 N63676
U23104	N1825
U23105	N20079 N20824 N245 N41881 N63582
U23106	N42028
U23107	N54179 N56575 N59295
U23108	N49088
U23110	N41881
U23112	N12596 N30121 N40716 N46990 N4936 N56967 N57631 N9899
U23115	N17500 N21019
U23116	N32285 N33835 N50575 N63843
U23118	N35729 N54842
U23120	N17919 N19347 N20495 N21242 N60615 N9377
U23124	N17594 N41840 N5229 N55638 N65185
U23125	N50268 N5270
U23127	N13429 N3375 N41049 N44510 N58441 N871
U23128	N19347 N20825 N26272 N43704 N48742 N59062 N9674
U23129	N53585
U2313	N19638 N26272 N43955 N50060 N58641 N59763 N7422 N871
U23130	N11701 N3491 N42028
U23131	N12859 N18285 N852
U23138	N17070 N18942 N21215 N29249 N35108 N42528 N43263 N46504 N46582 N57109 N57930 N6576 N6656
U2314	N35607 N49088 N65228
U23140	N41881
U23142	N17109 N19152 N20824 N37995 N44251
U23143	N14742
U23151	N60170
U23154	N54992 N61928 N63656
U23157	N10897 N12489 N1637 N1825 N28058 N28188 N33617 N3541 N41835 N41881 N46768 N58698 N61880 N61997
U23160	N4408 N48920
U23161	N1581 N53585 N63970
U23162	N13429 N51305 N53585
U23163	N28058 N62009
U23168	N12334 N14742 N15663 N18285 N21178 N24759 N27341 N27430 N36230 N36271 N36561 N36751 N37586 N38732 N39446 N40376 N40676 N42079 N43487 N45523 N49567 N5301 N60128 N60441 N60615 N60949 N62546 N63970 N63991
U23169	N12194 N21053 N32683 N48603 N63970
U23170	N43704
U23171	N38309 N51706
U23174	N12194 N16931 N40442 N51111
U23177	N17109 N21019 N41298 N48259 N52962 N53419
U23178	N14742 N2306 N3128 N41651 N42536 N52050 N53700
U2318	N16683 N29849 N53585 N56575
U23181	N35729 N48829 N61022
U23182	N11888 N24749
U23183	N27526 N41881 N45736
U23186	N40716 N51706
U23187	N23554 N30867 N34869 N50760 N50922 N51706
U23188	N7422 N871
U2319	N14185 N31960 N8957
U23190	N41380
U23191	N22880 N32056 N43391 N55669 N57935
U23192	N11405 N13312 N14742 N21970 N34869 N45523
U23193	N12845 N14454 N26683 N27437 N28058 N32691 N40442 N40973 N41881 N42803 N49531 N50060 N51587 N52471 N56586 N58538 N60615 N63991 N8443 N8957
U23195	N37863
U23196	N49096 N50596
U23199	N28512 N3395 N36888 N45523 N46759 N4962 N60161 N7535
